"계","15 - 29세",11236,5310,4881,430,5926,47.3,8.1,43.4,10965,5241,4829,412,5724,47.8,7.9,44.0,10675,5182,4822,361,5493,48.5,7.0,45.2,10412,5047,4644,403,5365,48.5,8.0,44.6,10162,5023,4610,413,5139,49.4,8.2,45.4,9961,4875,4485,389,5086,48.9,8.0,45.0,9895,4703,4331,372,5192,47.5,7.9,43.8,9879,4598,4266,332,5281,46.5,7.2,43.2,9868,4456,4138,318,5412,45.2,7.1,41.9,9829,4340,3992,348,5489,44.2,8.0,40.6,9735,4269,3930,339,5466,43.9,7.9,40.4,9660,4229,3907,322,5431,43.8,7.6,40.4,9531,4150,3837,312,5381,43.5,7.5,40.3,9439,4053,3728,324,5387,42.9,8.0,39.5,9395,4179,3802,378,5216,44.5,9.0,40.5,9380,4253,3864,389,5127,45.3,9.1,41.2,9363,4334,3908,426,5029,46.3,9.8,41.7,9282,4333,3907,426,4949,46.7,9.8,42.1,9149,4312,3904,408,4837,47.1,9.5,42.7,9060,4331,3945,386,4729,47.8,8.9,43.5,8911,4133,3763,370,4778,46.4,9.0,42.2,8770,4203,3877,326,4567,47.9,7.8,44.2
"계","15 - 24세",6949,2295,2047,249,4654,33.0,10.8,29.5,6806,2287,2053,234,4520,33.6,10.2,30.2,6667,2299,2104,195,4368,34.5,8.5,31.6,6527,2247,2022,225,4280,34.4,10.0,31.0,6358,2231,1999,232,4127,35.1,10.4,31.4,6164,2075,1864,211,4090,33.7,10.2,30.2,6023,1861,1674,187,4163,30.9,10.0,27.8,5922,1706,1557,149,4217,28.8,8.7,26.3,5878,1544,1400,143,4334,26.3,9.3,23.8,5896,1480,1334,146,4416,25.1,9.9,22.6,5953,1503,1356,146,4451,25.2,9.7,22.8,6053,1544,1395,149,4509,25.5,9.7,23.1,6113,1617,1471,146,4496,26.5,9.0,24.1,6165,1628,1476,152,4538,26.4,9.3,23.9,6180,1758,1582,176,4422,28.5,10.0,25.6,6163,1841,1647,194,4322,29.9,10.5,26.7,6110,1843,1646,197,4268,30.2,10.7,26.9,5946,1801,1615,186,4145,30.3,10.3,27.2,5717,1672,1496,176,4045,29.3,10.5,26.2,5543,1641,1470,171,3902,29.6,10.4,26.5,5329,1501,1343,158,3828,28.2,10.5,25.2,5139,1519,1390,129,3620,29.6,8.5,27.0
"남자","계",17526,13047,12401,646,4478,74.4,5.0,70.8,17739,13198,12609,589,4541,74.4,4.5,71.1,17953,13478,12988,490,4475,75.1,3.6,72.3,18166,13601,13090,511,4565,74.9,3.8,72.1,18361,13811,13276,535,4550,75.2,3.9,72.3,18539,13876,13323,553,4663,74.8,4.0,71.9,18826,14021,13481,540,4804,74.5,3.9,71.6,19128,14234,13712,522,4894,74.4,3.7,71.7,19442,14344,13835,509,5098,73.8,3.6,71.2,19708,14429,13840,589,5279,73.2,4.1,70.2,19978,14622,14041,580,5357,73.2,4.0,70.3,20269,14869,14333,536,5399,73.4,3.6,70.7,20501,15077,14568,509,5423,73.5,3.4,71.1,20728,15245,14745,500,5483,73.5,3.3,71.1,20989,15607,15057,550,5382,74.4,3.5,71.7,21222,15728,15156,572,5494,74.1,3.6,71.4,21401,15836,15241,594,5565,74.0,3.8,71.2,21573,15975,15368,607,5598,74.1,3.8,71.2,21699,16002,15372,630,5697,73.7,3.9,70.8,21886,16090,15463,627,5797,73.5,3.9,70.7,22035,16005,15381,624,6030,72.6,3.9,69.8,22198,16124,15548,576,6074,72.6,3.6,70.0
"남자","15 - 19세",1917,221,188,34,1695,11.6,15.2,9.8,1812,196,166,30,1616,10.8,15.4,9.1,1705,162,141,21,1543,9.5,13.1,8.3,1621,136,117,20,1485,8.4,14.3,7.2,1573,136,116,20,1437,8.6,14.7,7.4,1563,126,110,16,1437,8.1,13.0,7.0,1571,99,88,10,1472,6.3,10.6,5.6,1617,105,95,10,1512,6.5,9.5,5.9,1672,94,82,12,1579,5.6,12.3,4.9,1721,85,72,13,1636,4.9,15.1,4.2,1755,97,83,15,1658,5.5,15.1,4.7,1739,110,96,13,1629,6.3,12.1,5.5,1720,109,99,10,1611,6.3,9.5,5.7,1682,112,99,13,1571,6.6,11.3,5.9,1635,123,111,13,1511,7.5,10.2,6.8,1589,123,110,13,1466,7.7,10.4,6.9,1571,127,113,14,1445,8.1,10.9,7.2,1496,127,114,12,1369,8.5,9.8,7.6,1410,101,91,11,1309,7.2,10.4,6.4,1337,102,91,11,1235,7.6,10.9,6.8,1249,81,72,9,1168,6.5,10.8,5.8,1175,80,72,8,1095,6.8,9.7,6.2
"남자","20 - 29세",3485,2530,2307,223,954,72.6,8.8,66.2,3465,2466,2255,211,999,71.2,8.5,65.1,3434,2443,2247,196,992,71.1,8.0,65.4,3396,2372,2161,211,1024,69.8,8.9,63.6,3334,2331,2115,216,1003,69.9,9.3,63.4,3254,2227,2027,201,1027,68.4,9.0,62.3,3243,2174,1976,199,1069,67.0,9.1,60.9,3212,2137,1944,193,1076,66.5,9.0,60.5,3169,2055,1882,172,1114,64.8,8.4,59.4,3114,2018,1826,192,1096,64.8,9.5,58.6,3047,1958,1782,176,1089,64.3,9.0,58.5,3051,1945,1774,171,1106,63.8,8.8,58.1,3009,1890,1729,160,1120,62.8,8.5,57.5,3010,1847,1681,165,1164,61.3,9.0,55.8,3045,1901,1701,200,1144,62.4,10.5,55.9,3088,1944,1739,205,1145,62.9,10.5,56.3,3103,1976,1760,216,1127,63.7,10.9,56.7,3142,1976,1748,228,1166,62.9,11.5,55.6,3154,1976,1770,206,1178,62.6,10.4,56.1,3196,2026,1830,196,1170,63.4,9.7,57.3,3206,1945,1754,192,1261,60.7,9.9,54.7,3214,1942,1772,169,1272,60.4,8.7,55.1
"남자","30 - 39세",4311,4121,3956,165,189,95.6,4.0,91.8,4327,4112,3965,147,214,95.0,3.6,91.6,4354,4140,4009,131,214,95.1,3.2,92.1,4375,4157,4030,127,218,95.0,3.1,92.1,4389,4151,4017,134,238,94.6,3.2,91.5,4374,4126,3983,143,248,94.3,3.5,91.1,4357,4089,3949,140,268,93.8,3.4,90.6,4334,4055,3913,142,279,93.6,3.5,90.3,4301,4024,3882,142,277,93.6,3.5,90.3,4240,3935,3776,159,306,92.8,4.0,89.1,4208,3916,3764,152,292,93.1,3.9,89.4,4167,3875,3742,133,292,93.0,3.4,89.8,4131,3852,3731,122,279,93.2,3.2,90.3,4079,3802,3680,122,277,93.2,3.2,90.2,4020,3764,3655,109,257,93.6,2.9,90.9,3961,3713,3600,113,248,93.8,3.1,90.9,3915,3649,3530,119,266,93.2,3.3,90.2,3869,3605,3488,117,263,93.2,3.3,90.2,3817,3544,3422,122,273,92.8,3.4,89.7,3776,3477,3362,115,299,92.1,3.3,89.0,3714,3382,3273,109,333,91.0,3.2,88.1,3649,3310,3212,98,339,90.7,3.0,88.0
"남자","40 - 49세",3496,3280,3151,129,217,93.8,3.9,90.1,3672,3437,3321,117,235,93.6,3.4,90.4,3830,3586,3506,80,244,93.6,2.2,91.5,3973,3733,3648,86,240,94.0,2.3,91.8,4075,3821,3731,90,254,93.8,2.4,91.6,4133,3868,3764,103,265,93.6,2.7,91.1,4193,3933,3830,103,260,93.8,2.6,91.3,4240,3977,3888,89,263,93.8,2.2,91.7,4282,4025,3930,95,257,94.0,2.4,91.8,4315,4033,3923,110,282,93.5,2.7,90.9,4329,4050,3948,102,280,93.5,2.5,91.2,4340,4066,3976,91,274,93.7,2.2,91.6,4363,4087,4003,85,276,93.7,2.1,91.7,4369,4099,4019,80,270,93.8,2.0,92.0,4412,4180,4091,90,232,94.7,2.1,92.7,4409,4147,4064,83,262,94.1,2.0,92.2,4355,4104,4026,78,251,94.2,1.9,92.4,4320,4080,3998,82,240,94.4,2.0,92.6,4275,4029,3931,98,246,94.2,2.4,91.9,4214,3931,3839,92,283,93.3,2.4,91.1,4186,3858,3762,96,328,92.2,2.5,89.9,4156,3832,3746,86,324,92.2,2.2,90.1
"남자","50 - 59세",2167,1825,1752,73,342,84.2,4.0,80.9,2209,1847,1784,64,361,83.6,3.5,80.8,2266,1922,1877,45,344,84.8,2.3,82.9,2335,1998,1947,51,337,85.6,2.6,83.4,2433,2084,2029,55,349,85.7,2.6,83.4,2567,2197,2131,66,371,85.6,3.0,83.0,2716,2323,2262,61,393,85.5,2.6,83.3,2854,2474,2413,61,381,86.7,2.5,84.5,3011,2618,2554,64,394,86.9,2.4,84.8,3177,2765,2682,83,412,87.0,3.0,84.4,3366,2945,2861,84,421,87.5,2.9,85.0,3578,3134,3058,76,444,87.6,2.4,85.5,3733,3304,3225,79,429,88.5,2.4,86.4,3889,3450,3375,74,440,88.7,2.2,86.8,4004,3586,3504,82,418,89.6,2.3,87.5,4083,3640,3548,92,443,89.1,2.5,86.9,4140,3691,3597,94,449,89.1,2.5,86.9,4188,3757,3671,86,431,89.7,2.3,87.7,4219,3766,3665,102,453,89.3,2.7,86.9,4270,3781,3675,107,488,88.6,2.8,86.1,4284,3771,3663,108,513,88.0,2.9,85.5,4292,3783,3686,96,509,88.1,2.5,85.9
"남자","60세이상",2151,1070,1048,22,1081,49.7,2.1,48.7,2255,1140,1120,20,1115,50.5,1.8,49.6,2364,1225,1208,17,1139,51.8,1.4,51.1,2467,1205,1188,16,1262,48.8,1.3,48.2,2557,1288,1268,20,1269,50.4,1.5,49.6,2649,1333,1309,25,1316,50.3,1.8,49.4,2747,1404,1377,27,1342,51.1,1.9,50.1,2870,1487,1461,27,1383,51.8,1.8,50.9,3007,1530,1505,25,1477,50.9,1.7,50.0,3141,1594,1562,32,1547,50.7,2.0,49.7,3273,1657,1604,52,1617,50.6,3.2,49.0,3394,1741,1688,52,1654,51.3,3.0,49.7,3544,1835,1782,53,1709,51.8,2.9,50.3,3699,1936,1891,45,1763,52.3,2.3,51.1,3873,2053,1996,57,1820,53.0,2.8,51.5,4092,2161,2095,66,1931,52.8,3.1,51.2,4316,2289,2216,73,2027,53.0,3.2,51.3,4559,2431,2349,82,2129,53.3,3.4,51.5,4823,2586,2494,92,2237,53.6,3.6,51.7,5094,2772,2666,106,2322,54.4,3.8,52.3,5396,2969,2858,110,2428,55.0,3.7,53.0,5713,3178,3059,119,2535,55.6,3.7,53.5
"남자","15 - 64세",16226,12519,11878,641,3707,77.2,5.1,73.2,16359,12630,12045,585,3730,77.2,4.6,73.6,16489,12853,12367,485,3636,77.9,3.8,75.0,16617,12982,12476,506,3635,78.1,3.9,75.1,16727,13127,12599,529,3599,78.5,4.0,75.3,16818,13162,12616,546,3656,78.3,4.1,75.0,17011,13256,12724,533,3755,77.9,4.0,74.8,17210,13408,12894,514,3802,77.9,3.8,74.9,17423,13492,12992,500,3930,77.4,3.7,74.6,17602,13547,12972,576,4054,77.0,4.2,73.7,17787,13724,13167,557,4063,77.2,4.1,74.0,17999,13942,13429,514,4057,77.5,3.7,74.6,18119,14084,13599,486,4035,77.7,3.4,75.1,18226,14183,13701,483,4042,77.8,3.4,75.2,18366,14482,13958,525,3884,78.9,3.6,76.0,18477,14574,14033,542,3902,78.9,3.7,75.9,18544,14637,14072,565,3908,78.9,3.9,75.9,18570,14729,14161,568,3841,79.3,3.9,76.3,18543,14666,14078,589,3877,79.1,4.0,75.9,18573,14641,14058,583,3932,78.8,4.0,75.7,18515,14424,13854,570,4092,77.9,4.0,74.8,18468,14400,13884,516,4068,78.0,3.6,75.2
"남자","15 - 29세",5401,2752,2495,257,2649,50.9,9.3,46.2,5276,2661,2420,241,2615,50.4,9.0,45.9,5139,2605,2388,217,2534,50.7,8.3,46.5,5017,2508,2278,230,2509,50.0,9.2,45.4,4907,2467,2230,236,2440,50.3,9.6,45.5,4816,2353,2136,217,2463,48.9,9.2,44.4,4814,2273,2064,209,2541,47.2,9.2,42.9,4829,2241,2038,203,2588,46.4,9.1,42.2,4841,2148,1964,184,2693,44.4,8.6,40.6,4835,2103,1898,205,2732,43.5,9.8,39.3,4802,2055,1864,191,2748,42.8,9.3,38.8,4789,2054,1870,185,2735,42.9,9.0,39.0,4729,1999,1828,171,2731,42.3,8.5,38.7,4693,1958,1780,178,2734,41.7,9.1,37.9,4680,2025,1812,213,2655,43.3,10.5,38.7,4677,2066,1849,218,2610,44.2,10.5,39.5,4675,2103,1873,230,2572,45.0,10.9,40.1,4638,2103,1862,240,2535,45.3,11.4,40.1,4565,2077,1861,216,2488,45.5,10.4,40.8,4533,2128,1921,207,2405,46.9,9.7,42.4,4455,2026,1826,200,2429,45.5,9.9,41.0,4389,2022,1844,177,2367,46.1,8.8,42.0
"남자","15 - 24세",3231,920,796,124,2311,28.5,13.5,24.6,3162,885,773,112,2277,28.0,12.6,24.5,3098,892,801,91,2206,28.8,10.2,25.9,3038,866,764,102,2172,28.5,11.8,25.1,2969,870,765,105,2099,29.3,12.0,25.8,2886,789,693,96,2097,27.3,12.1,24.0,2843,718,633,85,2125,25.3,11.8,22.3,2812,674,599,75,2138,24.0,11.1,21.3,2803,591,523,68,2212,21.1,11.5,18.7,2821,569,501,68,2252,20.2,11.9,17.8,2863,571,508,64,2291,20.0,11.1,17.7,2933,615,542,74,2318,21.0,12.0,18.5,2968,651,587,63,2318,21.9,9.7,19.8,3001,668,602,65,2333,22.2,9.8,20.1,3010,734,652,82,2275,24.4,11.2,21.7,2997,771,684,87,2226,25.7,11.3,22.8,2965,764,681,84,2200,25.8,11.0,23.0,2875,749,665,84,2126,26.1,11.2,23.1,2744,670,595,74,2075,24.4,11.1,21.7,2662,693,616,77,1968,26.0,11.1,23.1,2546,626,556,69,1921,24.6,11.1,21.8,2454,618,559,59,1836,25.2,9.6,22.8
